state,year,cat,category
Mississippi,2014,1,Debt Consolidation
Arizona,2012,1,Debt Consolidation
Kentucky,2013,1,Debt Consolidation
Pennsylvania,2013,1,Debt Consolidation
Illinois,2008,1,Debt Consolidation
Ohio,2012,13,Household Expenses
Illinois,2012,15,Medical/Dental
Colorado,2008,1,Debt Consolidation
Minnesota,2011,7,Other
Ohio,2013,1,Debt Consolidation
Pennsylvania,2011,3,Business
Arkansas,2012,2,Home Improvement
Maryland,2013,1,Debt Consolidation
Alabama,2013,3,Business
Hawaii,2013,2,Home Improvement
Texas,2011,7,Other
Texas,2013,10,Cosmetic Procedure
Minnesota,2013,2,Home Improvement
Oregon,2008,3,Business
North Carolina,2007,0,Not Available
South Carolina,2009,1,Debt Consolidation
Minnesota,2012,13,Household Expenses
Arkansas,2011,6,Auto
Georgia,2011,7,Other
New York,2011,1,Debt Consolidation
Connecticut,2011,1,Debt Consolidation
Idaho,2013,1,Debt Consolidation
Washington,2011,1,Debt Consolidation
North Carolina,2013,1,Debt Consolidation
South Carolina,2011,1,Debt Consolidation
Missouri,2011,6,Auto
Pennsylvania,2012,2,Home Improvement
California,2013,1,Debt Consolidation
North Carolina,2012,1,Debt Consolidation
West Virginia,2013,1,Debt Consolidation
Oklahoma,2008,1,Debt Consolidation
Maryland,2008,1,Debt Consolidation
Utah,2013,1,Debt Consolidation
Georgia,2014,1,Debt Consolidation
Nebraska,2008,7,Other
Texas,2012,2,Home Improvement
Illinois,2013,7,Other
New York,2008,7,Other
Texas,2013,1,Debt Consolidation
North Carolina,2012,2,Home Improvement
Wisconsin,2014,1,Debt Consolidation
North Carolina,2013,1,Debt Consolidation
Texas,2007,0,Not Available
Maryland,2012,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
California,2008,2,Home Improvement
Texas,2013,1,Debt Consolidation
Florida,2012,1,Debt Consolidation
Minnesota,2012,1,Debt Consolidation
Massachusetts,2012,1,Debt Consolidation
Kansas,2013,1,Debt Consolidation
Georgia,2013,2,Home Improvement
Maryland,2012,2,Home Improvement
Oregon,2008,7,Other
South Dakota,2011,1,Debt Consolidation
Virginia,2013,1,Debt Consolidation
Washington,2013,7,Other
California,2010,1,Debt Consolidation
Georgia,2013,16,Motorcycle
Mississippi,2013,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
Ohio,2010,1,Debt Consolidation
Colorado,2012,1,Debt Consolidation
Colorado,2010,1,Debt Consolidation
California,2007,0,Not Available
Arizona,2013,1,Debt Consolidation
Indiana,2013,1,Debt Consolidation
Utah,2012,7,Other
Nebraska,2014,1,Debt Consolidation
North Carolina,2006,0,Not Available
California,2008,5,Student Use
Texas,2007,0,Not Available
California,2008,4,Personal Loan
Michigan,2007,0,Not Available
Virginia,2008,5,Student Use
California,2006,0,Not Available
Nebraska,2007,0,Not Available
California,2013,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
Virginia,2012,1,Debt Consolidation
Illinois,2012,1,Debt Consolidation
Colorado,2012,2,Home Improvement
Florida,2012,2,Home Improvement
Oklahoma,2013,2,Home Improvement
Iowa,2007,0,Not Available
Florida,2014,1,Debt Consolidation
California,2010,2,Home Improvement
Ohio,2013,1,Debt Consolidation
California,2013,1,Debt Consolidation
Mississippi,2012,1,Debt Consolidation
Florida,2008,1,Debt Consolidation
Utah,2008,7,Other
New York,2007,0,Not Available
Massachusetts,2007,0,Not Available
Washington,2012,1,Debt Consolidation
New Jersey,2012,1,Debt Consolidation
California,2006,0,Not Available
California,2012,3,Business
Ohio,2013,2,Home Improvement
New Jersey,2012,1,Debt Consolidation
California,2013,15,Medical/Dental
Maine,2008,7,Other
Washington,2007,0,Not Available
California,2011,1,Debt Consolidation
Pennsylvania,2012,15,Medical/Dental
New Jersey,2011,7,Other
New Hampshire,2011,7,Other
Texas,2013,1,Debt Consolidation
Illinois,2014,1,Debt Consolidation
Tennessee,2012,7,Other
Tennessee,2012,1,Debt Consolidation
New York,2011,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
Alaska,2008,2,Home Improvement
California,2012,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
Florida,2012,7,Other
California,2013,1,Debt Consolidation
Colorado,2009,1,Debt Consolidation
Pennsylvania,2013,1,Debt Consolidation
Oregon,2010,3,Business
Wisconsin,2012,3,Business
California,2007,0,Not Available
Georgia,2013,13,Household Expenses
Kentucky,2012,1,Debt Consolidation
New Jersey,2013,1,Debt Consolidation
California,2013,1,Debt Consolidation
Illinois,2013,1,Debt Consolidation
South Carolina,2013,15,Medical/Dental
Washington,2007,0,Not Available
Ohio,2012,1,Debt Consolidation
Georgia,2012,8,Baby&Adoption
North Carolina,2014,2,Home Improvement
California,2012,2,Home Improvement
Pennsylvania,2012,15,Medical/Dental
Maryland,2014,1,Debt Consolidation
Utah,2013,1,Debt Consolidation
Alabama,2012,7,Other
Oklahoma,2007,0,Not Available
Georgia,2013,1,Debt Consolidation
Maryland,2013,1,Debt Consolidation
North Carolina,2013,3,Business
California,2007,0,Not Available
New Mexico,2014,1,Debt Consolidation
California,2014,1,Debt Consolidation
New Jersey,2013,7,Other
Georgia,2008,7,Other
Michigan,2012,1,Debt Consolidation
California,2013,1,Debt Consolidation
Georgia,2012,1,Debt Consolidation
Pennsylvania,2010,1,Debt Consolidation
Ohio,2011,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
California,2013,1,Debt Consolidation
Ohio,2008,1,Debt Consolidation
Oregon,2006,0,Not Available
Michigan,2014,1,Debt Consolidation
Virginia,2008,2,Home Improvement
Minnesota,2008,5,Student Use
Florida,2013,1,Debt Consolidation
Texas,2007,0,Not Available
Washington,2014,1,Debt Consolidation
North Dakota,2008,1,Debt Consolidation
North Carolina,2010,5,Student Use
Utah,2013,1,Debt Consolidation
Michigan,2012,1,Debt Consolidation
California,2013,1,Debt Consolidation
Illinois,2013,13,Household Expenses
Rhode Island,2014,1,Debt Consolidation
New York,2007,0,Not Available
Illinois,2006,0,Not Available
Florida,2013,1,Debt Consolidation
California,2014,1,Debt Consolidation
Texas,2007,0,Not Available
Texas,2010,1,Debt Consolidation
Colorado,2012,19,Vacation
Texas,2012,2,Home Improvement
Connecticut,2010,7,Other
North Carolina,2012,13,Household Expenses
West Virginia,2013,7,Other
California,2007,0,Not Available
Maryland,2012,19,Vacation
Arizona,2012,18,Taxes
Massachusetts,2012,11,Engagement Ring
Florida,2013,1,Debt Consolidation
Oregon,2006,0,Not Available
Alabama,2013,1,Debt Consolidation
California,2014,1,Debt Consolidation
California,2009,1,Debt Consolidation
Indiana,2008,7,Other
California,2013,1,Debt Consolidation
Pennsylvania,2014,2,Home Improvement
Illinois,2013,1,Debt Consolidation
Alabama,2012,1,Debt Consolidation
Illinois,2012,1,Debt Consolidation
Ohio,2014,1,Debt Consolidation
Pennsylvania,2011,2,Home Improvement
North Carolina,2010,7,Other
Texas,2013,1,Debt Consolidation
Texas,2006,0,Not Available
Pennsylvania,2012,1,Debt Consolidation
Georgia,2010,3,Business
California,2012,3,Business
Illinois,2013,1,Debt Consolidation
Texas,2012,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
Utah,2013,8,Baby&Adoption
Tennessee,2012,1,Debt Consolidation
New York,2008,3,Business
Utah,2014,13,Household Expenses
Florida,2012,6,Auto
Arizona,2008,2,Home Improvement
Ohio,2011,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
Arizona,2013,1,Debt Consolidation
Kansas,2013,7,Other
Illinois,2013,2,Home Improvement
Virginia,2011,7,Other
Texas,2007,0,Not Available
California,2007,0,Not Available
Arizona,2011,1,Debt Consolidation
Tennessee,2011,1,Debt Consolidation
New York,2013,3,Business
Colorado,2008,2,Home Improvement
Indiana,2007,0,Not Available
Massachusetts,2012,20,Wedding Loans
California,2012,2,Home Improvement
Texas,2013,1,Debt Consolidation
District of Columbia,2012,1,Debt Consolidation
Pennsylvania,2012,2,Home Improvement
Utah,2014,1,Debt Consolidation
South Carolina,2007,0,Not Available
Rhode Island,2013,1,Debt Consolidation
Illinois,2011,7,Other
Wisconsin,2011,6,Auto
Oregon,2007,0,Not Available
Texas,2013,1,Debt Consolidation
Wisconsin,2013,1,Debt Consolidation
Maryland,2011,3,Business
Texas,2014,1,Debt Consolidation
Florida,2007,0,Not Available
Michigan,2008,1,Debt Consolidation
Indiana,2013,2,Home Improvement
Maryland,2012,1,Debt Consolidation
Virginia,2007,0,Not Available
California,2013,1,Debt Consolidation
Alabama,2011,1,Debt Consolidation
Connecticut,2011,1,Debt Consolidation
California,2008,1,Debt Consolidation
Missouri,2013,1,Debt Consolidation
Arizona,2014,3,Business
California,2011,1,Debt Consolidation
Ohio,2012,3,Business
Kentucky,2013,1,Debt Consolidation
California,2011,1,Debt Consolidation
Florida,2013,2,Home Improvement
California,2012,7,Other
Colorado,2012,1,Debt Consolidation
Georgia,2012,13,Household Expenses
New Jersey,2011,7,Other
Arizona,2008,3,Business
New Jersey,2013,2,Home Improvement
California,2012,18,Taxes
Massachusetts,2006,0,Not Available
New Hampshire,2013,1,Debt Consolidation
Florida,2014,7,Other
Florida,2013,1,Debt Consolidation
Oregon,2006,0,Not Available
Washington,2007,0,Not Available
Tennessee,2011,7,Other
South Carolina,2012,18,Taxes
Texas,2013,1,Debt Consolidation
Florida,2012,2,Home Improvement
New Jersey,2013,1,Debt Consolidation
Florida,2012,15,Medical/Dental
Idaho,2006,0,Not Available
California,2010,1,Debt Consolidation
Georgia,2011,1,Debt Consolidation
Nebraska,2007,0,Not Available
Maryland,2013,2,Home Improvement
Minnesota,2013,7,Other
Missouri,2012,3,Business
Wisconsin,2010,2,Home Improvement
Mississippi,2013,1,Debt Consolidation
Illinois,2008,1,Debt Consolidation
Hawaii,2013,1,Debt Consolidation
Pennsylvania,2013,3,Business
Kansas,2014,7,Other
New York,2013,1,Debt Consolidation
Illinois,2007,0,Not Available
Ohio,2013,7,Other
Massachusetts,2014,7,Other
Missouri,2010,2,Home Improvement
Oregon,2007,0,Not Available
Washington,2011,7,Other
California,2007,0,Not Available
Washington,2007,0,Not Available
Texas,2010,5,Student Use
Florida,2007,0,Not Available
Indiana,2008,1,Debt Consolidation
Maryland,2012,7,Other
Washington,2012,1,Debt Consolidation
Arkansas,2013,1,Debt Consolidation
California,2013,1,Debt Consolidation
Florida,2013,19,Vacation
Massachusetts,2014,1,Debt Consolidation
California,2009,1,Debt Consolidation
California,2011,1,Debt Consolidation
Alabama,2011,1,Debt Consolidation
Minnesota,2014,1,Debt Consolidation
Indiana,2011,1,Debt Consolidation
Pennsylvania,2011,1,Debt Consolidation
Georgia,2012,1,Debt Consolidation
Washington,2012,17,RV
Tennessee,2011,7,Other
New York,2012,3,Business
Virginia,2013,18,Taxes
Indiana,2007,0,Not Available
New York,2010,2,Home Improvement
California,2006,0,Not Available
Texas,2006,0,Not Available
New York,2009,7,Other
Ohio,2014,1,Debt Consolidation
California,2013,7,Other
Louisiana,2013,1,Debt Consolidation
New York,2010,7,Other
Texas,2013,1,Debt Consolidation
New Jersey,2013,7,Other
Washington,2014,7,Other
Arizona,2014,1,Debt Consolidation
Indiana,2013,2,Home Improvement
Louisiana,2014,7,Other
Georgia,2007,0,Not Available
North Carolina,2010,7,Other
Alabama,2007,0,Not Available
Michigan,2014,1,Debt Consolidation
Massachusetts,2007,0,Not Available
Wisconsin,2013,1,Debt Consolidation
California,2012,1,Debt Consolidation
California,2011,7,Other
Florida,2008,6,Auto
Connecticut,2011,7,Other
Arizona,2013,1,Debt Consolidation
North Carolina,2013,1,Debt Consolidation
Georgia,2013,2,Home Improvement
Illinois,2012,1,Debt Consolidation
Nevada,2013,6,Auto
Minnesota,2008,1,Debt Consolidation
Virginia,2008,5,Student Use
California,2013,1,Debt Consolidation
Pennsylvania,2008,1,Debt Consolidation
Oregon,2011,1,Debt Consolidation
Ohio,2014,1,Debt Consolidation
Utah,2006,0,Not Available
Massachusetts,2013,1,Debt Consolidation
Florida,2011,2,Home Improvement
Alabama,2013,1,Debt Consolidation
Michigan,2011,7,Other
Georgia,2014,1,Debt Consolidation
Georgia,2008,1,Debt Consolidation
Florida,2012,1,Debt Consolidation
Georgia,2010,1,Debt Consolidation
Kansas,2014,7,Other
Illinois,2013,6,Auto
Georgia,2007,0,Not Available
Nevada,2013,13,Household Expenses
Indiana,2007,0,Not Available
Georgia,2012,1,Debt Consolidation
Missouri,2012,1,Debt Consolidation
Utah,2007,0,Not Available
Kentucky,2007,0,Not Available
Illinois,2011,3,Business
Connecticut,2013,2,Home Improvement
Missouri,2011,1,Debt Consolidation
Indiana,2013,1,Debt Consolidation
South Carolina,2008,4,Personal Loan
Florida,2008,1,Debt Consolidation
New York,2011,3,Business
California,2013,1,Debt Consolidation
Illinois,2008,6,Auto
Arkansas,2012,1,Debt Consolidation
Georgia,2014,15,Medical/Dental
District of Columbia,2008,1,Debt Consolidation
Virginia,2013,14,Large Purchases
Michigan,2013,1,Debt Consolidation
California,2013,7,Other
Texas,2013,1,Debt Consolidation
Michigan,2008,1,Debt Consolidation
Pennsylvania,2014,1,Debt Consolidation
New York,2013,1,Debt Consolidation
North Carolina,2012,1,Debt Consolidation
North Carolina,2013,1,Debt Consolidation
Pennsylvania,2011,1,Debt Consolidation
Illinois,2014,1,Debt Consolidation
Texas,2014,1,Debt Consolidation
New York,2014,1,Debt Consolidation
Tennessee,2013,1,Debt Consolidation
Louisiana,2013,1,Debt Consolidation
Alabama,2007,0,Not Available
Nevada,2014,1,Debt Consolidation
Tennessee,2013,1,Debt Consolidation
Washington,2012,1,Debt Consolidation
Virginia,2010,1,Debt Consolidation
Washington,2013,1,Debt Consolidation
Indiana,2014,1,Debt Consolidation
California,2013,1,Debt Consolidation
California,2012,1,Debt Consolidation
New York,2008,4,Personal Loan
Oregon,2011,1,Debt Consolidation
Connecticut,2011,1,Debt Consolidation
Illinois,2011,1,Debt Consolidation
Florida,2014,1,Debt Consolidation
Pennsylvania,2014,16,Motorcycle
Ohio,2011,7,Other
Pennsylvania,2013,19,Vacation
New Mexico,2008,1,Debt Consolidation
New York,2011,1,Debt Consolidation
West Virginia,2007,0,Not Available
Illinois,2013,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
Arizona,2007,0,Not Available
Connecticut,2011,1,Debt Consolidation
Arkansas,2013,1,Debt Consolidation
Indiana,2013,1,Debt Consolidation
Georgia,2013,6,Auto
California,2006,0,Not Available
Maryland,2010,1,Debt Consolidation
California,2014,7,Other
New York,2012,1,Debt Consolidation
New Jersey,2014,1,Debt Consolidation
California,2007,4,Personal Loan
California,2013,15,Medical/Dental
Missouri,2010,6,Auto
Arizona,2011,7,Other
Florida,2007,0,Not Available
Pennsylvania,2013,1,Debt Consolidation
California,2014,1,Debt Consolidation
New York,2014,1,Debt Consolidation
California,2008,1,Debt Consolidation
Illinois,2008,1,Debt Consolidation
Virginia,2013,1,Debt Consolidation
Texas,2010,2,Home Improvement
Virginia,2012,13,Household Expenses
District of Columbia,2012,1,Debt Consolidation
Indiana,2013,1,Debt Consolidation
Florida,2011,1,Debt Consolidation
California,2010,1,Debt Consolidation
Illinois,2013,2,Home Improvement
California,2013,2,Home Improvement
California,2007,0,Not Available
Colorado,2010,7,Other
Arizona,2006,0,Not Available
South Carolina,2013,1,Debt Consolidation
Oklahoma,2010,1,Debt Consolidation
New York,2010,7,Other
Washington,2014,1,Debt Consolidation
New Jersey,2013,1,Debt Consolidation
New York,2007,0,Not Available
Pennsylvania,2008,6,Auto
Ohio,2013,1,Debt Consolidation
California,2014,15,Medical/Dental
Kentucky,2012,1,Debt Consolidation
Colorado,2014,1,Debt Consolidation
New Jersey,2008,1,Debt Consolidation
New York,2013,1,Debt Consolidation
Florida,2014,1,Debt Consolidation
New York,2012,1,Debt Consolidation
New York,2014,1,Debt Consolidation
Washington,2007,0,Not Available
South Carolina,2013,7,Other
Illinois,2013,13,Household Expenses
Florida,2011,1,Debt Consolidation
Oklahoma,2014,1,Debt Consolidation
California,2013,1,Debt Consolidation
Florida,2012,7,Other
New York,2014,1,Debt Consolidation
Minnesota,2012,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
Illinois,2007,0,Not Available
Michigan,2012,1,Debt Consolidation
California,2013,1,Debt Consolidation
Texas,2012,7,Other
Oklahoma,2008,3,Business
New Jersey,2010,7,Other
Missouri,2012,1,Debt Consolidation
California,2014,7,Other
New Jersey,2014,6,Auto
California,2011,1,Debt Consolidation
Oregon,2011,1,Debt Consolidation
Oregon,2010,7,Other
Florida,2011,7,Other
South Carolina,2013,1,Debt Consolidation
Tennessee,2008,2,Home Improvement
Kentucky,2010,1,Debt Consolidation
Wisconsin,2013,1,Debt Consolidation
Texas,2012,1,Debt Consolidation
California,2013,1,Debt Consolidation
Massachusetts,2014,1,Debt Consolidation
Washington,2008,1,Debt Consolidation
Washington,2013,1,Debt Consolidation
California,2014,1,Debt Consolidation
New Jersey,2012,1,Debt Consolidation
California,2013,1,Debt Consolidation
Connecticut,2012,1,Debt Consolidation
Washington,2013,3,Business
New York,2013,1,Debt Consolidation
North Carolina,2014,1,Debt Consolidation
Kansas,2013,7,Other
California,2008,4,Personal Loan
Florida,2011,1,Debt Consolidation
Florida,2008,3,Business
Washington,2010,7,Other
Missouri,2007,0,Not Available
California,2014,1,Debt Consolidation
Virginia,2008,3,Business
Oregon,2007,0,Not Available
Illinois,2013,3,Business
New York,2013,1,Debt Consolidation
New York,2011,1,Debt Consolidation
Colorado,2011,1,Debt Consolidation
Texas,2009,7,Other
Kentucky,2011,1,Debt Consolidation
Colorado,2013,1,Debt Consolidation
